Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
261135_at	LCR78, PDF1.4	Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2., Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2.	1, 1	-6781483	AT1G19610	838548	11437247, 15489280, 15772289, 15990873, 16172500, 16307302, 16632591, 16911220, 17194769, 17149585, 18184068, 18650403, 18674922, 23865749	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0006952: defense response	
261567_at	HUP32		1	-11971308	AT1G33055	840201	15546358, 16081496, 16258011, 16766693, 18305208, 20097791, 31519798, 33369516	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0009061: anaerobic respiration, GO:0009061: anaerobic respiration, GO:0071456: cellular response to hypoxia	
257858_at	BRG3		3	-4121789	AT3G12920	820477	11983057, 18650403, 18775970, 20921156, 21700722, 23482857	GO:0004842: ubiquitin-protein transferase activity, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0043067: regulation of programmed cell death, GO:0043067: regulation of programmed cell death, GO:0043161: proteasome-mediated ubiquitin-dependent protein catabolic process	
260754_at			1	-18123071	AT1G49000	841322	14576160	GO:0002376: immune system process, GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0010035: response to inorganic substance, GO:0042742: defense response to bacterium, GO:0048869: cellular developmental process	
259116_at			3	134925	AT3G01350	819616	12748774, 17337630, 18805951, 20501909	GO:0019752: carboxylic acid metabolic process, GO:0022857: transmembrane transporter activity, GO:0055085: transmembrane transport	
257153_at	HUP6		3	-10051069	AT3G27220	822341	15734908, 16033780, 16284307, 16618929, 20097791, 23517122, 25122472, 31519798, 33369516	GO:0005737: cytoplasm, GO:0005768: endosome, GO:0005794: Golgi apparatus, GO:0005797: Golgi medial cisterna, GO:0005802: trans-Golgi network, GO:0009061: anaerobic respiration, GO:0009061: anaerobic respiration, GO:0071456: cellular response to hypoxia	
251975_at	AtCDC48B		3	19723350	AT3G53230	824489	12427991, 15047901, 15235117, 16502469, 16489130, 16679420, 17329565, 17888165, 18433157, 18660433, 18650403, 18822296, 18775970, 18854047, 23027663, 27247031	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005654: nucleoplasm, GO:0005730: nucleolus, GO:0005794: Golgi apparatus, GO:0005829: cytosol, GO:0005829: cytosol, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0016887: ATP hydrolysis activity, GO:0030433: ubiquitin-dependent ERAD pathway, GO:0030970: retrograde protein transport, ER to cytosol, GO:0031593: polyubiquitin modification-dependent protein binding, GO:0034098: VCP-NPL4-UFD1 AAA ATPase complex, GO:0045732: positive regulation of protein catabolic process, GO:0051228: mitotic spindle disassembly, GO:0071712: ER-associated misfolded protein catabolic process, GO:0097352: autophagosome maturation	04141: 04141
255075_at	ATL35		4	5812335	AT4G09110	826489	11983057, 15539473, 30169501	GO:0003674: molecular_function	
250952_at	ATIREG2, FPN2, IREG2	Encodes FPN2, a tonoplast localized nickel transport protein. FPN2 is one of the Arabidopsis orthologs (AT2G38460/IREG1/FPN1 and AT5G03570/IREG2/FPN2) the iron efflux transporter ferroportin (FPN) identified in animals., Encodes FPN2, a tonoplast localized nickel transport protein. FPN2 is one of the Arabidopsis orthologs (AT2G38460/IREG1/FPN1 and AT5G03570/IREG2/FPN2) the iron efflux transporter ferroportin (FPN) identified in animals., Encodes FPN2, a tonoplast localized nickel transport protein. FPN2 is one of the Arabidopsis orthologs (AT2G38460/IREG1/FPN1 and AT5G03570/IREG2/FPN2) the iron efflux transporter ferroportin (FPN) identified in animals.	5, 5, 5	903470, 903756	AT5G03570	831787	15539473, 16790430, 16998091, 18775970, 18772308, 22184655, 29667322, 33884692	GO:0000041: transition metal ion transport, GO:0005381: iron ion transmembrane transporter activity, GO:0006824: cobalt ion transport, GO:0006826: iron ion transport, GO:0006826: iron ion transport, GO:0009705: plant-type vacuole membrane, GO:0010106: cellular response to iron ion starvation, GO:0015087: cobalt ion transmembrane transporter activity, GO:0015099: nickel cation transmembrane transporter activity, GO:0015675: nickel cation transport, GO:0034755: iron ion transmembrane transport, GO:0035444: nickel cation transmembrane transport, GO:0055068: cobalt ion homeostasis	
250351_at	AT-HSP17.6A, HSP17.6, HSP17.6A	Encodes a cytosolic small heat shock protein with chaperone activity that is induced by heat and osmotic stress and is also expressed late in seed development., Encodes a cytosolic small heat shock protein with chaperone activity that is induced by heat and osmotic stress and is also expressed late in seed development., Encodes a cytosolic small heat shock protein with chaperone activity that is induced by heat and osmotic stress and is also expressed late in seed development.	5, 5, 5	-3883957	AT5G12030	831076	10759505, 9645433, 9437862, 2482931, 11069712, 11576425, 16897488, 17059409, 17883376, 18775970, 20736450, 23080295, 23258370, 24676858, 24769482, 29449855, 31086987, 31261879, 31519798, 32929162	GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0006457: protein folding, GO:0006457: protein folding, GO:0006972: hyperosmotic response, GO:0009408: response to heat, GO:0009651: response to salt stress, GO:0042542: response to hydrogen peroxide, GO:0043621: protein self-association, GO:0051082: unfolded protein binding, GO:0051082: unfolded protein binding, GO:0051259: protein complex oligomerization, GO:0071456: cellular response to hypoxia	
245076_at	GH3.3	encodes an IAA-amido synthase that conjugates Asp and other amino acids to auxin in vitro.	2	-9863855	AT2G23170	816849	12805634, 14581632, 14648238, 15086809, 15047898, 15469491, 15659623, 15829601, 12893885, 15960621, 16024589, 16243906, 16317577, 16377752, 16371470, 16553894, 16673935, 16648215, 16901781, 17076805, 17172353, 17259265, 17220200, 17581762, 17675404, 17885085, 18650403, 18805992, 22374398, 22730403, 23858430, 24479837, 28981783, 29604522, 31036755, 32272759, 33894579	GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0010252: auxin homeostasis, GO:0010279: indole-3-acetic acid amido synthetase activity, GO:0016881: acid-amino acid ligase activity	04075: 04075
253413_at	ATZIP9, ZIP9	member of Fe(II) transporter isolog family, member of Fe(II) transporter isolog family	4, 4	-15932527	AT4G33020	829439	11500563, 13129917, 14690510, 15539473, 16844841, 16998091, 17447913, 17404382, 15604721, 19054361, 20181752, 22374397, 23590825, 26306426, 30150315, 30255457	GO:0005385: zinc ion transmembrane transporter activity, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0010043: response to zinc ion, GO:0016020: membrane, GO:0046873: metal ion transmembrane transporter activity, GO:0071577: zinc ion transmembrane transport, GO:0071577: zinc ion transmembrane transport	
250662_at	ATST2A, ST2A	Encodes a sulfotransferase that acts specifically on 11- and 12-hydroxyjasmonic acid. Transcript levels for this enzyme are increased by treatments with jasmonic acid (JA), 12-hydroxyJA, JA-isoleucine, and 12-oxyphytodienoic acid (a JA precursor)., Encodes a sulfotransferase that acts specifically on 11- and 12-hydroxyjasmonic acid. Transcript levels for this enzyme are increased by treatments with jasmonic acid (JA), 12-hydroxyJA, JA-isoleucine, and 12-oxyphytodienoic acid (a JA precursor).	5, 5	-2174668	AT5G07010	830592	12637544, 12777052, 15235117, 15234990, 15494554, 15358770, 17189325, 18230180, 18650403, 18753283, 18776641, 24317064	GO:0005737: cytoplasm, GO:0008146: sulfotransferase activity, GO:0009507: chloroplast, GO:0009694: jasmonic acid metabolic process, GO:0009753: response to jasmonic acid, GO:0051923: sulfation, GO:0080131: hydroxyjasmonate sulfotransferase activity, GO:0102055: 12-hydroxyjasmonate sulfotransferase activity, GO:0102056: 11-hydroxyjasmonate sulfotransferase activity	
256647_at	F6'H1		3	4449259	AT3G13610	820564	14701923, 15489280, 15539473, 16603662, 16036580, 18334669, 18547395, 18650403, 18978034, 23735511, 24246380, 25993561, 27247031, 31152139	GO:0005737: cytoplasm, GO:0009699: phenylpropanoid biosynthetic process, GO:0009805: coumarin biosynthetic process, GO:0010421: hydrogen peroxide-mediated programmed cell death, GO:0051213: dioxygenase activity, GO:1990641: response to iron ion starvation, GO:1990641: response to iron ion starvation	
251125_at	BSK10		5	22686	AT5G01060	831916	12912986, 15539473, 18653891	GO:0005634: nucleus, GO:0005886: plasma membrane, GO:0006468: protein phosphorylation, GO:0009742: brassinosteroid mediated signaling pathway, GO:0016310: phosphorylation	
253305_at			4	16169048	AT4G33666	829508	15489280, 18231654, 18305208, 18650403	GO:0003674: molecular_function, GO:0009266: response to temperature stimulus, GO:0009642: response to light intensity, GO:0010035: response to inorganic substance, GO:0014070: response to organic cyclic compound, GO:0042742: defense response to bacterium	
253643_at			4	14579563	AT4G29780	829100	15040888, 15720654, 16005291, 16581873, 16698904, 17227549, 17337630, 18070919, 18252252, 18775970, 27247031, 26485022, 31519798	GO:0002376: immune system process, GO:0005575: cellular_component, GO:0007165: signal transduction, GO:0009409: response to cold, GO:0009414: response to water deprivation, GO:0009611: response to wounding, GO:0009651: response to salt stress, GO:0009737: response to abscisic acid, GO:0009753: response to jasmonic acid, GO:0009873: ethylene-activated signaling pathway, GO:0010200: response to chitin, GO:0031347: regulation of defense response, GO:0032870: cellular response to hormone stimulus, GO:0042742: defense response to bacterium, GO:0050832: defense response to fungus, GO:0071446: cellular response to salicylic acid stimulus, GO:0071456: cellular response to hypoxia, GO:1901701: cellular response to oxygen-containing compound	
258029_at	ATPK7, D6PKL3	a member of a subfamily of Ser/Thr PKs in plants., a member of a subfamily of Ser/Thr PKs in plants.	3, 3	-10217417, -10217430	AT3G27580	822380	1446831, 11139518, 13678909, 14576160, 19168677, 23709629, 25305415, 24930721, 24948515, 27251533, 29490064, 29875411, 30150313	GO:0004672: protein kinase activity, GO:0004672: protein kinase activity, GO:0004674: protein serine/threonine kinase activity, GO:0004674: protein serine/threonine kinase activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006468: protein phosphorylation, GO:0006468: protein phosphorylation, GO:0009507: chloroplast, GO:0009555: pollen development, GO:0009638: phototropism, GO:0010540: basipetal auxin transport, GO:0016301: kinase activity, GO:0062075: pollen aperture formation, GO:0098590: plasma membrane region	
267327_at	PUB34		2	-8404764	AT2G19410	816460	15539473, 29237060	GO:0004842: ubiquitin-protein transferase activity, GO:0005634: nucleus, GO:0006468: protein phosphorylation	
250158_at			5	-4932708, -4932708	AT5G15190	831371	17061125, 23517122	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0009414: response to water deprivation, GO:0009507: chloroplast, GO:0009611: response to wounding, GO:0009617: response to bacterium, GO:0009620: response to fungus, GO:0009651: response to salt stress, GO:0009738: abscisic acid-activated signaling pathway, GO:0009966: regulation of signal transduction, GO:0010200: response to chitin, GO:0010565: regulation of cellular ketone metabolic process, GO:0032787: monocarboxylic acid metabolic process, GO:0044248: cellular catabolic process, GO:0048523: negative regulation of cellular process, GO:0098542: defense response to other organism, GO:1901575: organic substance catabolic process	
254839_at	Hop3		4	-7338495, -7338018	AT4G12400	826849	12777046, 15610345, 16081496, 16183833, 17059409, 17085506, 17220200, 18055584, 18252252, 18775970, 20856808, 21596689, 28155228, 28426278, 29740845, 30287478	GO:0005829: cytosol, GO:0006457: protein folding, GO:0010286: heat acclimation, GO:0030544: Hsp70 protein binding, GO:0051879: Hsp90 protein binding, GO:0051879: Hsp90 protein binding, GO:0070678: preprotein binding	
266033_at	MTI1		2	2229539, 2229539, 2229707, 2229665	AT2G05830	815134	15539473, 20627899, 21540433, 24529374, 26662272	GO:0005576: extracellular region, GO:0005739: mitochondrion, GO:0009506: plasmodesma, GO:0010035: response to inorganic substance, GO:0019509: L-methionine salvage from methylthioadenosine, GO:0019509: L-methionine salvage from methylthioadenosine, GO:0043436: oxoacid metabolic process, GO:0046523: S-methyl-5-thioribose-1-phosphate isomerase activity, GO:0046523: S-methyl-5-thioribose-1-phosphate isomerase activity	00270: 00270, 01100: 01100
260551_at	ATTI1, TI1	Member of the defensin-like (DEFL) family. Encodes putative trypsin inhibitor protein which may function in defense against herbivory., Member of the defensin-like (DEFL) family. Encodes putative trypsin inhibitor protein which may function in defense against herbivory.	2, 2	18066960	AT2G43510	818952	12169696, 12694291, 12805589, 14973164, 15082560, 15047898, 15181204, 15165189, 15272873, 15319476, 15347791, 15347784, 15634197, 15144382, 15824099, 16262716, 16463051, 16603662, 16792696, 16776300, 17142483, 17122072, 17257167, 17233795, 18424626, 18650403, 18978034, 20484005, 27707774	GO:0004867: serine-type endopeptidase inhibitor activity, GO:0005576: extracellular region, GO:0006952: defense response, GO:0019871: sodium channel inhibitor activity, GO:0050832: defense response to fungus, GO:0099503: secretory vesicle	
257809_at	ATTSO2, TSO2	Encodes one of the 3 ribonucleotide reductase (RNR) small subunit genes. TSO2 transcription occurs predominantly at the S-phase of the cell cycle and its expression pattern is consistent with its role in dNDP  biosynthesis during DNA replication in actively dividing cells. Critical for cell cycle progression, DNA damage repair and plant development., Encodes one of the 3 ribonucleotide reductase (RNR) small subunit genes. TSO2 transcription occurs predominantly at the S-phase of the cell cycle and its expression pattern is consistent with its role in dNDP  biosynthesis during DNA replication in actively dividing cells. Critical for cell cycle progression, DNA damage repair and plant development.	3, 3	-9979841	AT3G27060	822324	12969430, 15208394, 15516340, 15713015, 16024587, 16126853, 16399800, 16455359, 17227549, 18650403, 18775970, 19571309, 28153919	GO:0004748: ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor, GO:0005737: cytoplasm, GO:0006260: DNA replication, GO:0006260: DNA replication, GO:0006281: DNA repair, GO:0007275: multicellular organism development, GO:0012501: programmed cell death, GO:0051726: regulation of cell cycle	00230: 00230, 00240: 00240, 00480: 00480, 01100: 01100
252183_at	UGT72E1	UGT72E1 is an UDPG:coniferyl alcohol glucosyltransferase which specifically glucosylates sinapyl- and coniferyl aldehydes. The enzyme is thought to be involved in lignin metabolism.	3	-18855043	AT3G50740	824238	14535883, 15342621, 15539473, 15772289, 16995900, 17149585, 18493073, 18545707, 24320620, 29382843, 32847109	GO:0009507: chloroplast, GO:0009808: lignin metabolic process, GO:0016757: glycosyltransferase activity, GO:0047209: coniferyl-alcohol glucosyltransferase activity	00940: 00940
247024_at	HUP44		5	26743279	AT5G66985	836833	16033780, 16081496, 23517122, 31519798, 33369516	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0071456: cellular response to hypoxia	
261542_at			1		AT1G63560		23858430	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
258879_at	HRU1		3	-761134, -761004	AT3G03270	821303	12509522, 12644671, 15272873, 16033780, 16081496, 17059409, 18055584, 18212028, 18684332, 27251529, 31519798	GO:0001666: response to hypoxia, GO:0005515: protein binding, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0010035: response to inorganic substance, GO:0043621: protein self-association, GO:0071456: cellular response to hypoxia	
262655_s_at								GO:0005634: nucleus, GO:0006790: sulfur compound metabolic process, GO:0007165: signal transduction, GO:0009507: chloroplast, GO:0009733: response to auxin, GO:0009834: plant-type secondary cell wall biogenesis, GO:0010035: response to inorganic substance, GO:0010817: regulation of hormone levels, GO:0016614: oxidoreductase activity, acting on CH-OH group of donors, GO:0050660: flavin adenine dinucleotide binding, GO:0071310: cellular response to organic substance, GO:0098771: inorganic ion homeostasis	
260227_at	ROH1D		1	27982453	AT1G74450	843786	15720654, 15890746, 18650403, 18775970, 21838868, 27247031, 26485022, 33519861	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005829: cytosol, GO:0009555: pollen development	
257479_at	WAKL4	Encodes a cell-wall associated kinase like protein of the receptor-like kinase (RLK) superfamily.  Likely involved in Arabidopsis root mineral responses to Zn2+, Cu2+, K+, Na+ and Ni+.	1	5532298	AT1G16150	838184	14576286, 16286448, 18441213, 20736450, 27247031, 30753668	GO:0005509: calcium ion binding, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006468: protein phosphorylation, GO:0007166: cell surface receptor signaling pathway, GO:0009505: plant-type cell wall, GO:0009505: plant-type cell wall, GO:0009986: cell surface, GO:0010043: response to zinc ion, GO:0010045: response to nickel cation, GO:0016301: kinase activity, GO:0030247: polysaccharide binding, GO:0046686: response to cadmium ion	
260328_at	ISS1, VAS1		1, 1	-30208408	AT1G80360	844376	18650403, 18775970, 23377040, 26019252, 26163189	GO:0004838: L-tyrosine:2-oxoglutarate aminotransferase activity, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0005739: mitochondrion, GO:0005829: cytosol, GO:0006520: cellular amino acid metabolic process, GO:0006555: methionine metabolic process, GO:0006558: L-phenylalanine metabolic process, GO:0006568: tryptophan metabolic process, GO:0006569: tryptophan catabolic process, GO:0006570: tyrosine metabolic process, GO:0008483: transaminase activity, GO:0008483: transaminase activity, GO:0009072: aromatic amino acid family metabolic process, GO:0009641: shade avoidance, GO:0009698: phenylpropanoid metabolic process, GO:0009851: auxin biosynthetic process, GO:0010252: auxin homeostasis, GO:0010326: methionine-oxo-acid transaminase activity, GO:0010366: negative regulation of ethylene biosynthetic process, GO:0030170: pyridoxal phosphate binding, GO:0050362: L-tryptophan:2-oxoglutarate aminotransferase activity, GO:1901997: negative regulation of indoleacetic acid biosynthetic process via tryptophan	
265670_s_at								GO:0005515: protein binding, GO:0005737: cytoplasm, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0008150: biological_process, GO:0009651: response to salt stress, GO:0010035: response to inorganic substance, GO:0010200: response to chitin, GO:0042802: identical protein binding, GO:0042803: protein homodimerization activity, GO:0071456: cellular response to hypoxia, GO:0097305: response to alcohol	
263765_at	ATSFH3, SFH3		2, 2	-9220505, -9220549, -9220570	AT2G21540	816693	12411574, 14645734, 15047898, 15546358, 16299181, 16697077, 16648215, 18650403, 18775970	GO:0005794: Golgi apparatus, GO:0008526: phosphatidylinositol transfer activity, GO:0009908: flower development	
251480_at			3	-22054937	AT3G59710	825140	15333753, 16299171, 16453058	GO:0005737: cytoplasm, GO:0006721: terpenoid metabolic process, GO:0006979: response to oxidative stress, GO:0008610: lipid biosynthetic process, GO:0009414: response to water deprivation, GO:0009611: response to wounding, GO:0009737: response to abscisic acid, GO:0009753: response to jasmonic acid, GO:0010015: root morphogenesis, GO:0031347: regulation of defense response, GO:0046394: carboxylic acid biosynthetic process, GO:0090558: plant epidermis development, GO:0098542: defense response to other organism	
247618_at	LecRK-I.8		5	24260225	AT5G60280	836150	16361528, 17142483, 19773388, 28722654, 28724081, 29035673, 29284022, 31134123, 32345768, 33631806	GO:0002229: defense response to oomycetes, GO:0004675: transmembrane receptor protein serine/threonine kinase activity, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0016301: kinase activity, GO:0016301: kinase activity, GO:0042742: defense response to bacterium, GO:0046777: protein autophosphorylation, GO:0050832: defense response to fungus, GO:0070403: NAD+ binding	
263295_at	AGL44, ANR1, AtANR1	MADS box gene, transcription factor, MADS box gene, transcription factor, MADS box gene, transcription factor	2, 2, 2	6018558	AT2G14210	815907	10948265, 10938795, 9430595, 11118137, 12837945, 15667327, 16021502, 16339770, 16831523, 17148611, 17578866, 18266918, 18826430, 21852757, 22523192, 22589469, 24460537, 29193541, 29241564, 30883818, 30356219, 31431511, 31491809	GO:0000976: transcription cis-regulatory region binding, GO:0000977: RNA polymerase II transcription regulatory region sequence-specific DNA binding, GO:0000978: RNA polymerase II cis-regulatory region sequence-specific DNA binding, GO:0000981: DNA-binding transcription factor activity, RNA polymerase II-specific, GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0006357: regulation of transcription by RNA polymerase II, GO:0007584: response to nutrient, GO:0010167: response to nitrate, GO:0045944: positive regulation of transcription by RNA polymerase II, GO:0046983: protein dimerization activity, GO:0048527: lateral root development, GO:0071249: cellular response to nitrate	
266162_at									
254802_at	XTH2		4	-7631535	AT4G13090	826923	11673616, 12514239, 15720654	GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds, GO:0005576: extracellular region, GO:0010411: xyloglucan metabolic process, GO:0016762: xyloglucan:xyloglucosyl transferase activity, GO:0030247: polysaccharide binding, GO:0042546: cell wall biogenesis	
246241_at	AtPLAIVC, PLA, PLAIII{beta}, PLP4	Patatin-related phospholipase A. Expressed in the floral gynaecium and is induced by  abscisic acid (ABA) or phosphate deficiency in roots., Patatin-related phospholipase A. Expressed in the floral gynaecium and is induced by  abscisic acid (ABA) or phosphate deficiency in roots., Patatin-related phospholipase A. Expressed in the floral gynaecium and is induced by  abscisic acid (ABA) or phosphate deficiency in roots., Patatin-related phospholipase A. Expressed in the floral gynaecium and is induced by  abscisic acid (ABA) or phosphate deficiency in roots.	4, 4, 4, 4	-17457135	AT4G37050	829859	12805597, 15130548, 16504176, 17475618, 18772308, 20053799, 21447788, 23505340	GO:0004620: phospholipase activity, GO:0004620: phospholipase activity, GO:0009737: response to abscisic acid, GO:0047372: acylglycerol lipase activity, GO:0047372: acylglycerol lipase activity	
249476_at			5	15578763	AT5G38910	833883	15489280, 17028338	GO:0005576: extracellular region, GO:0008150: biological_process, GO:0030145: manganese ion binding	
259681_at	GNR1, NIA1, NR1	Encodes the cytosolic minor isoform of nitrate reductase (NR). Involved in the first step of nitrate assimilation, it contributes about 15% of the nitrate reductase activity in shoots. Similar to molybdopterin oxidoreductases at the N-terminus, and to FAD/NAD-binding cytochrome reductases at the C-terminus. Cofactors: FAD, heme iron (cytochrome B-557), and molybdenum-pterin., Encodes the cytosolic minor isoform of nitrate reductase (NR). Involved in the first step of nitrate assimilation, it contributes about 15% of the nitrate reductase activity in shoots. Similar to molybdopterin oxidoreductases at the N-terminus, and to FAD/NAD-binding cytochrome reductases at the C-terminus. Cofactors: FAD, heme iron (cytochrome B-557), and molybdenum-pterin., Encodes the cytosolic minor isoform of nitrate reductase (NR). Involved in the first step of nitrate assimilation, it contributes about 15% of the nitrate reductase activity in shoots. Similar to molybdopterin oxidoreductases at the N-terminus, and to FAD/NAD-binding cytochrome reductases at the C-terminus. Cofactors: FAD, heme iron (cytochrome B-557), and molybdenum-pterin.	1, 1, 1	-29235721	AT1G77760	844112	9501142, 9085575, 8721753, 7991680, 8510658, 1840922, 2905260, 11826296, 12446847, 12805624, 15123642, 15012211, 15908593, 16367958, 17317674, 17936409, 18298431, 18332225, 18540030, 18603615, 18826430, 18304455, 19540016, 19521473, 19628403, 19710235, 19822377, 19825574, 20406405, 20377690, 20501909, 20444219, 20532806, 20668061, 20685967, 20009559, 20442374, 21039566, 21131548, 21454300, 21670294, 21772271, 21856037, 22371326, 22394204, 22645532, 22833666, 22791827, 23122335, 23341360, 23414092, 23590427, 23748675, 23744476, 24270626, 24468931, 24013762, 24502504, 24642706, 24733882, 25315603, 25596127, 26306170, 26398805, 26508536, 26608644, 26834755, 27014280, 27171851, 27707774, 27837091, 28455839, 28716423, 28716416, 28972563, 29215737, 29444316, 29604396, 29933138, 29915353, 30190280, 30782074, 30869795, 30884848, 30918749, 31078053, 31067654, 31275021, 31438763, 31488841, 31595470, 31717351, 31951900, 32234220, 32290990, 32317363, 32907713, 33266061, 33430433, 33605510	GO:0005515: protein binding, GO:0005829: cytosol, GO:0006809: nitric oxide biosynthetic process, GO:0006809: nitric oxide biosynthetic process, GO:0008940: nitrate reductase activity, GO:0008940: nitrate reductase activity, GO:0009416: response to light stimulus, GO:0009507: chloroplast, GO:0009703: nitrate reductase (NADH) activity, GO:0020037: heme binding, GO:0030151: molybdenum ion binding, GO:0042128: nitrate assimilation, GO:0042128: nitrate assimilation, GO:0043546: molybdopterin cofactor binding, GO:0050464: nitrate reductase (NADPH) activity, GO:0071949: FAD binding, GO:0071949: FAD binding	00910: 00910
260932_s_at								GO:0005576: extracellular region, GO:0005634: nucleus, GO:0005886: plasma membrane, GO:0009506: plasmodesma, GO:0042626: ATPase-coupled transmembrane transporter activity, GO:0042626: ATPase-coupled transmembrane transporter activity, GO:0055085: transmembrane transport, GO:0055085: transmembrane transport, GO:0140359: ABC-type transporter activity	
246913_at	GATA12	Encodes a member of the GATA factor family of zinc finger transcription factors.	5	-9004236	AT5G25830	832652	11118137, 12504119, 15084732, 15574398, 16262716, 16920880, 17208962, 25533953, 27650334, 25265867, 27923776, 28917589, 30356219, 33322028	GO:0000976: transcription cis-regulatory region binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0007623: circadian rhythm, GO:0008270: zinc ion binding, GO:0009416: response to light stimulus, GO:0030154: cell differentiation, GO:0045893: positive regulation of DNA-templated transcription, GO:1905177: tracheary element differentiation	
257421_at			1	-4064485	AT1G12030	837755	15086809, 16510518, 18775970, 20736450, 23858430	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
252447_at			3	-17324231, -17324162	AT3G47040	823857	15539473, 15517348, 15937229, 16267099, 20736450	GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0005975: carbohydrate metabolic process, GO:0008422: beta-glucosidase activity, GO:0008422: beta-glucosidase activity, GO:0009251: glucan catabolic process, GO:0102483: scopolin beta-glucosidase activity	
